استان,شهرستان,نام شهر,کد استان,کد  شهرستان,کدشهر
فارس,نیریز,پشتکوه,73,728,72803
فارس,استهبان,استهبان,73,729,72900
فارس,استهبان,رونيز,73,729,72901
ايلام,ايلام,ايلام,73,730,73000
ايلام,ايلام,جوي زرايوان,73,730,73001
ايلام,ايلام,چوار,73,730,73002
ايلام,ايلام,ايوان ايلام,73,730,73003
ايلام,  دهلران,مسجد دهلران,73,731,73100
ايلام,  دهلران,زرين آباد,73,731,73101
ايلام,  دهلران,موسيان,73,731,73102
ايلام,  دهلران,ميمه دهلران,73,731,73103
ايلام,مهران,ارکوزاي مهران,73,732,73200
ايلام,مهران,صالح آباد,73,732,73202
ايلام,مهران,مهران,73,732,73203
ايلام,مهران,قلعه دره ملکشاهي,73,732,73204
ايلام,آبدانان,آبدانان,73,733,73300
ايلام,آبدانان,دره شهر,73,733,73301
ايلام,آبدانان,بدره,73,733,73302
ايلام,شیروان,سرابله,73,734,73400
ايلام,شیروان,شيروان چرداول,73,734,73401
ايلام,شیروان,لومار,73,734,73402
کهکيلويه و بوير احمد,کهکیلویه,دهدشت,74,741,74102
کهکيلويه و بوير احمد,کهکيلويه,کهکيلويه,74,741,74103
کهکيلويه و بوير احمد,کهکیلویه,لنده,74,741,74104
کهکيلويه و بوير احمد,کهکیلویه,بهمئي کهکيلويه,74,741,74105
کهکيلويه و بوير احمد,بوير احمد,بوير احمد,74,742,74200
کهکيلويه و بوير احمد,بوير احمد,دروهان,74,742,74201
کهکيلويه و بوير احمد,بوير احمد,ياسوج,74,742,74202
کهکيلويه و بوير احمد,بوير احمد,دوگنبدان,74,742,74203
کهکيلويه و بوير احمد,بوير احمد,سي سخت,74,742,74204
کهکيلويه و بوير احمد,گچساران,گچساران,74,743,74300
کهکيلويه و بوير احمد,بوير احمد,باشت گچساران,74,743,74301
کهکيلويه و بوير احمد,چرام,چرام,74,744,74400
کرمان,کرمان,کرمان,80,800,80000
کرمان,کرمان,چترود,80,800,80001
کرمان,کرمان,چوپار,80,800,80002
کرمان,کرمان,راور,80,800,80003
کرمان,کرمان,شهداد,80,800,80004
کرمان,کرمان,گلبافت,80,800,80005
کرمان,کرمان,ماهان,80,800,80006
کرمان,کرمان,جترود,80,800,80007
کرمان,کرمان,جوبار,80,800,80008
کرمان,کرمان,راين کرمان,80,800,80009
کرمان,جيرفت,جيرفت,80,801,80100
کرمان,جيرفت,جبال بارز,80,801,80101
کرمان,جيرفت,ساردوئيه,80,801,80102
کرمان,جيرفت,عنبر آباد,80,801,80103
کرمان,سيرجان,سيرجان,80,802,80200
کرمان,بافت,بافت,80,803,80300
کرمان,بافت,رابر بافت,80,803,80301
کرمان,بافت,ارزوئيه,80,803,80302
کرمان,بم,بم,80,804,80400
کرمان,بم,بروات,80,804,80401
کرمان,بم,راين,80,804,80402
کرمان,بم,نرمانشير,80,804,80403
کرمان,بردسير,بردسير,81,805,80500
کرمان,زرند,زرند,81,806,80600
کرمان,زرند,کوهبنان,81,806,80601
کرمان,زرند,کيانشهر,81,806,80602
کرمان,شهر بابک,شهر بابک,81,807,80700
کرمان,کهنوج,قلعه گنج,81,808,80800
کرمان,کهنوج,کهنوج,81,808,80801
کرمان,کهنوج,منوجان,81,808,80802
سيستان و بلوچستان,زاهدان,زاهدان,83,830,83000
سيستان و بلوچستان,زاهدان,ميرجاوه,83,830,83001
سيستان و بلوچستان,ايرانشهر,ايرانشهر,83,831,83100
سيستان و بلوچستان,ايرانشهر,بزمان,83,831,83101
سيستان و بلوچستان,ايرانشهر,راسک,83,831,83102
سيستان و بلوچستان,ايرانشهر,بمپور,83,831,83103
سيستان و بلوچستان,زابل,زابل,83,832,83200
سيستان و بلوچستان,زابل,پشت آب,83,832,83201
سيستان و بلوچستان,زابل,زهک,83,832,83202
سيستان و بلوچستان,چابهار,چابهار,83,833,83300
سيستان و بلوچستان,چابهار,کنارک,83,833,83302
سيستان و بلوچستان,چابهار,نگور,83,833,83303
سيستان و بلوچستان,سراوان,جالق,83,834,83400
سيستان و بلوچستان,سراوان,زابلي,83,834,83401
سيستان و بلوچستان,سراوان,سراوان,83,834,83402
سيستان و بلوچستان,سراوان,سيب و سوران,83,834,83403
سيستان و بلوچستان,سراوان,بمپشت,83,834,83404
سيستان و بلوچستان,خاش,خاش,84,835,83500
سيستان و بلوچستان,خاش,نوک آباد,84,835,83501
سيستان و بلوچستان,نيک شهر,نيک شهر,84,836,83600
سيستان و بلوچستان,نيک شهر,بنت,84,836,83601
سيستان و بلوچستان,نيک شهر,فنوج,84,836,83602
سيستان و بلوچستان,نيک شهر,قصر قند,84,836,83603
خراسان رضوي,مشهد,مشهد,85,850,85000
خراسان رضوي,مشهد,فريمان,85,850,85001
خراسان رضوي,مشهد,احمدآباد مشهد,85,850,85002
خراسان رضوي,مشهد,طرقبه,85,850,85003
خراسان رضوي,مشهد,کلات,85,850,85004
خراسان رضوي,مشهد,شانديز مشهد,85,850,85005
خراسان رضوي,تربت جام,تربت جام,85,851,85100
خراسان رضوي,تربت جام,صالح آباد تربت جام,85,851,85101
خراسان شمالي,شيروان,شيروان,85,852,85200
خراسان رضوي,گناباد,گناباد,85,854,85400
خراسان رضوي,گناباد,بجستان,85,854,85401
خراسان رضوي,گناباد,بيدخت,85,854,85402
خراسان رضوي,گناباد,کاخک,85,854,85403
خراسان رضوي,کاشمر,برداسکن کاشمر,86,855,85500
خراسان رضوي,کاشمر,خليل آباد کاشمر,86,855,85501
خراسان رضوي,کاشمر,کاشمر,86,855,85502
خراسان رضوي,کاشمر,کوه سرخ کاشمر,86,855,85503
خراسان رضوي,درگز,درگز,86,856,85600
خراسان رضوي,درگز,دره گز,86,856,85601
خراسان رضوي,درگز,لطف آباد درگز,86,856,85602
خراسان رضوي,درگز,نوخندان درگز,86,856,85603
خراسان رضوي,درگز,چاپشلو,86,856,85604
خراسان رضوي,فردوس,فردوس,86,857,85700
خراسان رضوي,فردوس,اسلاميه فردوس,86,857,85701
خراسان رضوي,فردوس,بشروئيه,86,857,85702
خراسان رضوي,فردوس,سرايان,86,857,85703
يزد,طبس,طبس,86,858,85800
يزد,طبس,دستگردن,86,858,85801
خراسان شمالي,اسفراين,اسفراين,86,859,85900
خراسان شمالي,اسفراين,بام وصفي آباد,86,859,85901
خراسان رضوي,تايباد,تايباد,86,860,86000
خراسان رضوي,تايباد,باخزر,86,860,86001
خراسان جنوبي,قائن,خضري دشت بياش,86,861,86100
خراسان جنوبي,قائن,قائن,86,861,86101
خراسان شمالي,بجنورد,جاجرم,87,869,86900
خراسان شمالي,بجنورد,گرمه,87,869,86901
خراسان شمالي,بجنورد,جزگلان,87,869,86902
خراسان شمالي,بجنورد,بجنورد,87,869,86903
خراسان شمالي,بجنورد,آشخانه,87,869,86904
خراسان شمالي,بجنورد,راز,87,869,86905
خراسان رضوي,چناران,چناران,87,870,87000
خراسان رضوي,خواف,خواخ,87,871,87100
خراسان رضوي,خواف,خواف,87,871,87101
خراسان رضوي,خواف,جلگه زوزن,87,871,87102
خراسان رضوي,خواف,سنگان,87,871,87103
خراسان جنوبي,نهبندان,نهبندان,87,872,87200
خراسان رضوي,سرخس,سرخس,87,873,87300
خراسان رضوي,سرخس,شانديز,87,873,87301
گلستان,گرگان,آق قلا,92,920,92000
گلستان,گرگان,گرگان,92,920,92001
گلستان,آزادشهر,آزادشهر,93,931,93100
گلستان,آزادشهر,خان ببين,93,931,93101
گلستان,آزادشهر,داشلي برون,93,931,93102
گلستان,آزادشهر,کلاله,93,931,93103
گلستان,آزادشهر,گنبد کاووس,93,931,93104
گلستان,آزادشهر,راميان,93,931,93105
گلستان,آزادشهر,مراوه تپه,93,931,93106
گلستان,آزادشهر,گاليکش,93,931,93107
گلستان,آزادشهر,کوکلان,93,931,93108
گلستان,مينودشت,مينودشت,93,932,93200
مازندران,بابل,بابل,94,940,94000
مازندران,بابل,اميرکلاء,94,940,94001
مازندران,بابل,بند پي شرقي,94,940,94002
مازندران,بابل,بند پي غربي,94,940,94003
مازندران,بابلسر,بابلسر,94,941,94100
مازندران,بابلسر,بندر پي بابل,94,941,94101
مازندران,بابلسر,فريدون کنار,94,941,94102
مازندران,قائمشهر,قائمشهر,95,949,94900
مازندران,قائمشهر,جويبار,95,949,94901
مازندران,قائمشهر,قائم شهر,95,949,94902
مازندران,قائمشهر,کياکلا,95,949,94903
مازندران,آمل,آمل,96,957,95700
مازندران,آمل,رينه لاريجان,96,957,95701
مازندران,آمل,لاريجان,96,957,95702
مازندران,آمل,محمود آباد,96,957,95703
مازندران,آمل,هراز,96,957,95704
مازندران,ساري,چهاردانگه,96,960,96000
مازندران,ساري,کياسر,96,960,96001
مازندران,ساري,ساري,96,960,96002
مازندران,چالوس,چالوس,96,962,96200
مازندران,چالوس,علمده,96,962,96201
مازندران,چالوس,کلاردشت,96,962,96202
مازندران,چالوس,مرزن آباد,96,962,96203
مازندران,چالوس,نوشهر,96,962,96204
مازندران,چمستان,بلده نور,96,964,96400
مازندران,چمستان,نور,96,964,96401
مازندران,چمستان,چمستان,96,964,96402
گلستان,بندر گز,بندر گز,97,965,96500
گلستان,بندر گز,کرد کوي,97,965,96501
گلستان,بندر گز,نوکنده,97,965,96502
مازندران,بهشهر,بهشهر,97,973,97300
مازندران,بهشهر,رستم کلا,97,973,97301
مازندران,بهشهر,گلوگاه,97,973,97302
مازندران,بهشهر,نکاء,97,973,97303
مازندران,بهشهر,بانه سر بهشتر,97,973,97304
مازندران,تنکابن,تنکابن,99,985,98500
مازندران,تنکابن,ساقي کلايه,99,985,98501
مازندران,تنکابن,عباس آباد,99,985,98502
مازندران,تنکابن,کلار آباد,99,985,98503
مازندران,تنکابن,نشتارود,99,985,98504
مازندران,تنکابن,خرم آباد تنکابن,99,985,98505
مازندران,تنکابن,سلمان شهر,99,985,98506
مازندران,رامسر,رامسر,99,986,98600
مازندران,رامسر,کتالم و سادات محله,99,986,98601
مازندران,رامسر,بيله سوار,99,986,98602
مازندران,سوادکوه,سوادکوه,99,987,98700
مازندران,سوادکوه,آلاشت,99,987,98701
مازندران,سوادکوه,پل سفيد,99,987,98702
مازندران,سوادکوه,زير آب,99,987,98703
مازندران,سوادکوه,شيرگاه,99,987,98704
گلستان,بندر ترکمن,بندر ترکمن,99,988,98800
گلستان,بندر ترکمن,گيشان,99,988,98801
گلستان,بندر ترکمن,گميش تپه,99,988,98802
گلستان,علي آباد مازندران,علي آباد مازندران,99,989,98900
خارج از کشور,خارج از کشور,خارج از کشور,99,999,99900
